hotel_id,name,city,neighborhood,distance_km,price_per_night,rating,review_count,amenities,available_rooms
H2196,Meriton Resort Lisbon,Lisbon,Old Town,18.4,496,4.8,2765,Balcony|Bar|Garden|Kitchen|Library|Parking|EV Charging|Hot Tub|Yoga Studio|WiFi|Laundry|Kids Club|Wheelchair Accessible,70
H2197,Four Seasons Suites Budapest,Budapest,Business District,33.1,69,3.4,1720,Garden|Room Service,11
H2198,Grand Hyatt Lodge Manila,Manila,Downtown,28.9,1006,4.7,2669,Library|Sauna|EV Charging|Non-Smoking|Coworking Space|Cinema Room|Business Center|Concierge|Laundry|Kids Club|Garden,32
H2199,Rosewood Boutique Hotel Copenhagen,Copenhagen,Downtown,16.2,265,4.7,7865,Non-Smoking|Coworking Space|Balcony|Kids Club|Breakfast Included|Concierge|Safe|Garden|EV Charging|Kitchen,39
H2200,InterContinental Palace Ho Chi Minh City,Ho Chi Minh City,City Center,9.5,174,4.3,1263,Hot Tub|Laundry|Rooftop Lounge|WiFi|Bar|Minibar,20
H2201,Ritz-Carlton Palace Manchester,Manchester,Suburbs,1.5,114,4.3,1928,Spa|24hr Front Desk|Concierge|Bar,13
H2202,Movenpick Resort Sydney,Sydney,Newtown,25.0,97,4.1,1673,Kitchen|Parking|Concierge|24hr Front Desk|Balcony|Non-Smoking|Yoga Studio,66
H2203,Renaissance Residence Accra,Accra,Old Town,10.0,137,3.7,3969,Business Center|Library|Balcony|Garden|Tennis Court,64
H2204,Mercure Zurich Waterfront Residence,Zurich,Waterfront,32.4,1189,4.6,14226,Yoga Studio|Garden|Airport Shuttle|Coworking Space|Gym|Non-Smoking|Parking|Pet Friendly|24hr Front Desk|Rooftop Lounge|Hot Tub|Kids Club,51
H2205,Holiday Inn Residence Osaka,Osaka,Suburbs,2.2,134,3.3,588,Gym|Pet Friendly|Airport Shuttle|Sauna|Cinema Room,26
H2206,ITC Seattle Downtown Palace,Seattle,Downtown,29.3,72,4.3,3502,Sauna|Cinema Room|Hot Tub|Airport Shuttle|Balcony,8
H2207,Fairmont Inn Toronto,Toronto,University Area,8.2,137,3.3,4194,Business Center|Breakfast Included|Garden|Minibar|Coworking Space|Concierge,70
H2208,Courtyard by Marriott Mexico City Business District Collection,Mexico City,Business District,17.4,912,4.8,716,Tennis Court|Cinema Room|Pet Friendly|Breakfast Included|Airport Shuttle|Coworking Space|EV Charging|Concierge|Sauna|Business Center|Beach Access|Minibar|Bar|Room Service|Pool|Parking,37
H2209,DoubleTree Boutique Hotel Cancun,Cancun,Suburbs,18.6,194,3.9,4545,Beach Access|Concierge|Tennis Court|Golf Course|Restaurant|Yoga Studio,56
H2210,Hyatt Beach Resort Portland,Portland,Downtown,19.6,90,3.5,1721,EV Charging|Library|Airport Shuttle,53
H2211,Grand Hyatt Xi'an City Center Beach Resort,Xi'an,City Center,17.6,97,3.0,4718,EV Charging|Library|Coworking Space|Hot Tub,44
H2212,Ritz-Carlton Munich Old Town Plaza,Munich,Old Town,21.2,83,3.1,3630,Garden|Concierge|Room Service|Pet Friendly|Bar|Non-Smoking,11
H2213,Ritz-Carlton Hotel Perth,Perth,University Area,16.4,388,4.3,7049,Airport Shuttle|Room Service|Kitchen|Library|WiFi|Breakfast Included|Safe|EV Charging|Pool,4
H2214,APA Hotel Edinburgh City Center Suites,Edinburgh,City Center,7.9,69,2.5,1919,Sauna|Beach Access|Wheelchair Accessible|Bar,35
H2215,Ritz-Carlton Atlanta Old Town Hotel,Atlanta,Old Town,28.4,351,4.2,2863,Sauna|EV Charging|Laundry|Garden|Wheelchair Accessible|Business Center|Tennis Court,2
H2216,Mercure Palace Amman,Amman,Waterfront,8.0,188,4.3,3967,Kids Club|Tennis Court|Non-Smoking|Library|Sauna|Concierge,64
H2217,Westin City Hotel Lima,Lima,Commercial Zone,9.2,322,4.4,9063,Business Center|EV Charging|Cinema Room|Tennis Court|Breakfast Included|Minibar|Pool,52
H2218,Mercure Resort Tahiti,Tahiti,Residential Area,3.9,321,3.8,5763,Wheelchair Accessible|Bar|Yoga Studio|Restaurant|Rooftop Lounge|Golf Course|Balcony,73
H2219,Taj Resort Sao Paulo,Sao Paulo,Airport Area,6.3,75,2.7,1404,Breakfast Included|Restaurant|Pet Friendly|Cinema Room,6
H2220,Novotel Suites Guangzhou,Guangzhou,Airport Area,34.9,297,4.4,618,Rooftop Lounge|EV Charging|Kitchen|Golf Course|Hot Tub|Tennis Court|Safe|Balcony|24hr Front Desk|Business Center|Gym,59
H2221,Novotel Munich Residential Area Residence,Munich,Residential Area,26.2,108,4.7,5100,Safe|Minibar|Yoga Studio|Parking|Kids Club|EV Charging|Pet Friendly|Golf Course,35
H2222,Accor Taipei City Center Palace,Taipei,City Center,7.5,135,3.3,1623,Kids Club|Balcony|Golf Course|Yoga Studio,14
H2223,Anantara Lodge Bogota,Bogota,City Center,16.0,314,5.0,7090,Tennis Court|Bar|Pet Friendly|Hot Tub|24hr Front Desk|Room Service|Pool|Yoga Studio|Gym|Balcony|Coworking Space|Library,60
H2224,Hilton Inn Seoul,Seoul,Bukchon,25.1,64,2.8,1729,Room Service|Non-Smoking|Golf Course|Gym,62
H2225,Aman Plaza Seattle,Seattle,Commercial Zone,0.8,497,4.3,5997,Breakfast Included|Room Service|Kids Club|Garden|Pet Friendly|Wheelchair Accessible|Non-Smoking|Cinema Room,3
H2226,Melia City Hotel Hyderabad,Hyderabad,Commercial Zone,27.6,92,4.1,4955,Garden|Gym|Pool|Library|Wheelchair Accessible,27
H2227,NH Hotels Houston Airport Area Airport Hotel,Houston,Airport Area,15.5,166,3.2,3394,Pet Friendly|Rooftop Lounge|Spa|Coworking Space|Sauna|Kids Club,61
H2228,Paramount Grand Budapest,Budapest,Business District,14.6,761,4.2,12660,Parking|Bar|Balcony|Safe|Pet Friendly|Non-Smoking|Gym|Room Service|Spa|Minibar|Coworking Space|Sauna|Wheelchair Accessible|Cinema Room|24hr Front Desk|Tennis Court,58
H2229,Rosewood Collection Frankfurt,Frankfurt,Westend,19.2,177,3.6,3209,Airport Shuttle|Beach Access|24hr Front Desk|Gym|EV Charging|Kids Club|Spa,48
H2230,Swissotel New York Manhattan Boutique Hotel,New York,Manhattan,33.9,31,2.8,297,Pet Friendly|Concierge|Rooftop Lounge,29
H2231,Oberoi Palace Kuala Lumpur,Kuala Lumpur,Waterfront,15.4,74,2.8,1951,Laundry|Business Center|Kitchen,3
H2232,One&Only Austin Waterfront Inn,Austin,Waterfront,29.8,279,4.0,2769,Library|Pool|Breakfast Included|Spa|Yoga Studio|WiFi,39
H2233,Accor Collection Amsterdam,Amsterdam,Noord,25.4,175,3.7,1848,Room Service|Safe|WiFi|Gym|Non-Smoking|Laundry,45
H2234,W Hotel Inn Mumbai,Mumbai,Worli,28.5,148,4.0,1328,Parking|Balcony|Pool|Kids Club,26
H2235,Aman Tower Minneapolis,Minneapolis,Downtown,25.1,201,3.5,7671,Kitchen|WiFi|Laundry|Library|Gym|Cinema Room|Wheelchair Accessible|Rooftop Lounge|Non-Smoking|Concierge,53
H2236,Emaar Hospitality Grand Santiago,Santiago,Residential Area,33.4,91,3.1,1950,Library|Laundry,44
H2237,Okura Minneapolis Residential Area Palace,Minneapolis,Residential Area,27.1,863,4.2,5726,Non-Smoking|Kitchen|Balcony|24hr Front Desk|Breakfast Included|Room Service|Business Center|Wheelchair Accessible|Airport Shuttle|Golf Course|Gym|Pet Friendly|Bar|Hot Tub|Sauna,21
H2238,Pan Pacific Beach Resort Lagos,Lagos,Downtown,30.7,102,3.7,4310,Library|Pet Friendly|Spa|Breakfast Included|Concierge|Tennis Court|Parking|EV Charging|Restaurant|Laundry,18
H2239,Melia Grand Tel Aviv,Tel Aviv,City Center,28.8,172,3.0,4013,Kitchen|Restaurant|Business Center|Sauna|24hr Front Desk|Balcony|Parking,46
H2240,Conrad Los Angeles Silver Lake Palace,Los Angeles,Silver Lake,10.3,751,4.6,11165,Kids Club|Pool|Business Center|Sauna|24hr Front Desk|Coworking Space|Parking|Non-Smoking|Tennis Court|Yoga Studio|Safe|Cinema Room|Beach Access,24
H2241,Lotte Beach Resort Vancouver,Vancouver,Old Town,21.2,616,4.4,14452,Wheelchair Accessible|Tennis Court|Sauna|Library|Rooftop Lounge|Restaurant|WiFi|Golf Course|Hot Tub|Coworking Space|Kitchen|Airport Shuttle|Breakfast Included|Kids Club,59
H2242,COMO Residence San Diego,San Diego,Suburbs,17.9,490,3.9,7293,Cinema Room|Concierge|Minibar|Garden|Bar|Airport Shuttle|Library,13
H2243,Waldorf Astoria Hotel Ho Chi Minh City,Ho Chi Minh City,Business District,25.8,591,4.5,14482,Kids Club|EV Charging|Laundry|Pet Friendly|Business Center|Wheelchair Accessible|Minibar|Sauna|Restaurant|Kitchen|Pool|Balcony|Rooftop Lounge,21
H2244,ITC Johannesburg Suburbs Hotel,Johannesburg,Suburbs,11.1,487,3.5,4530,Parking|Tennis Court|Yoga Studio|Non-Smoking|Golf Course|Beach Access,31
H2245,ibis Residence Santiago,Santiago,Waterfront,29.7,465,3.8,2624,Rooftop Lounge|Bar|Minibar|Garden|Room Service|Pet Friendly|Tennis Court|Breakfast Included|Safe|Cinema Room|Concierge|Non-Smoking,32
H2246,Accor Tower Sapporo,Sapporo,Downtown,33.6,116,3.8,2900,Balcony|Wheelchair Accessible|Breakfast Included|Library|Bar|Golf Course,9
H2247,Wyndham City Hotel Jakarta,Jakarta,Suburbs,17.4,479,4.1,7496,Business Center|Restaurant|Spa|24hr Front Desk|Pet Friendly|Cinema Room|Bar|Safe|Coworking Space|Hot Tub|Room Service|Tennis Court,15
H2248,Courtyard by Marriott Lodge Zurich,Zurich,Business District,20.5,62,4.1,1994,Rooftop Lounge|Laundry|Garden|Concierge|Non-Smoking|Hot Tub,12
H2249,Mercure Collection Muscat,Muscat,Business District,31.4,82,4.3,3101,Room Service|Sauna|Balcony|24hr Front Desk|Safe|Parking|WiFi,31
H2250,COMO Airport Hotel Kuwait City,Kuwait City,Suburbs,13.5,149,3.8,6801,Wheelchair Accessible|Garden|Pet Friendly|Parking|Safe|Minibar|Business Center|Tennis Court,65
H2251,Anantara Airport Hotel Brisbane,Brisbane,Airport Area,28.9,169,4.5,2577,Beach Access|Pool|Kitchen|Restaurant|WiFi|Business Center|Bar|Parking,76
H2252,Crowne Plaza Beijing City Center Hotel,Beijing,City Center,18.8,494,4.5,9318,Bar|Pool|Tennis Court|Safe|EV Charging|Coworking Space|Restaurant|Room Service|WiFi,62
H2253,Banyan Tree Inn Santiago,Santiago,Business District,19.3,343,3.8,1489,Library|Safe|EV Charging|Kids Club|WiFi|Cinema Room|Bar|Balcony|Coworking Space|Spa,65
H2254,Swissotel Inn Accra,Accra,Commercial Zone,8.6,389,4.6,776,Breakfast Included|Kitchen|Hot Tub|Rooftop Lounge|Balcony|Garden,73
H2255,Aman Resort Tahiti,Tahiti,City Center,1.5,786,4.5,12245,Library|Yoga Studio|Beach Access|Kitchen|WiFi|Parking|Tennis Court|Breakfast Included|Concierge|Gym|Pet Friendly|Pool|Restaurant|24hr Front Desk|Coworking Space,49
H2256,Holiday Inn Plaza Kuala Lumpur,Kuala Lumpur,Suburbs,18.5,351,3.8,7336,Tennis Court|Minibar|Concierge|Coworking Space|Parking|Library|24hr Front Desk|Sauna|Golf Course|WiFi,77
H2257,Jumeirah Beach Resort Sapporo,Sapporo,Suburbs,32.8,456,4.5,4363,Business Center|Golf Course|Coworking Space|Pool|Bar|Concierge|Breakfast Included|Room Service|Beach Access|Kitchen|Minibar,60
H2258,ibis City Hotel Riyadh,Riyadh,University Area,27.1,61,2.4,1105,24hr Front Desk|Business Center|Garden|Minibar|Library,52
H2259,Holiday Inn Detroit Business District Residence,Detroit,Business District,19.5,195,3.1,2332,Hot Tub|Kitchen|Pet Friendly|Airport Shuttle|Bar,3
H2260,W Hotel Paris Pigalle Resort,Paris,Pigalle,11.7,247,3.5,4480,Business Center|Cinema Room|Non-Smoking|24hr Front Desk|Kitchen|Yoga Studio|Garden|Minibar|Restaurant|Coworking Space|Concierge|EV Charging,2
H2261,APA Hotel Tower Frankfurt,Frankfurt,Sachsenhausen,21.9,351,4.2,2767,Non-Smoking|Library|Laundry|24hr Front Desk|Golf Course|EV Charging|Balcony|Room Service|Safe|Cinema Room,6
H2262,Marriott Frankfurt Westend Collection,Frankfurt,Westend,4.8,336,3.6,1896,Safe|Laundry|Hot Tub|Beach Access|Library|Room Service|Coworking Space|Garden|Bar|Rooftop Lounge,69
H2263,Dormy Inn Kathmandu Residential Area Palace,Kathmandu,Residential Area,4.8,411,3.6,9267,Restaurant|Non-Smoking|Cinema Room|Safe|Beach Access|Pet Friendly|WiFi|Parking,62
H2264,JW Marriott Beach Resort Perth,Perth,Suburbs,8.3,81,3.5,653,Rooftop Lounge|Pool|Hot Tub|Balcony|Gym,59
H2265,JW Marriott Paris Bastille Airport Hotel,Paris,Bastille,24.4,308,3.8,2706,Tennis Court|Hot Tub|WiFi|EV Charging|Breakfast Included|Airport Shuttle,9
H2266,ibis Bogota Residential Area City Hotel,Bogota,Residential Area,22.6,232,3.6,4885,Pool|Kitchen|Laundry|Tennis Court|Rooftop Lounge|Pet Friendly|WiFi|Bar|Concierge|Golf Course|Minibar|Non-Smoking,77
H2267,Park Hyatt Lodge St Louis,St Louis,Airport Area,11.6,347,4.2,1897,Room Service|Non-Smoking|Gym|Wheelchair Accessible|Minibar|Library|Kitchen|Concierge|Yoga Studio|Coworking Space|Spa,69
H2268,Waldorf Astoria Seattle Downtown Boutique Hotel,Seattle,Downtown,11.5,177,3.3,4181,Golf Course|Sauna|Restaurant|Breakfast Included|EV Charging|WiFi|Concierge,79
H2269,Marriott Tahiti Airport Area Boutique Hotel,Tahiti,Airport Area,31.0,121,3.1,3135,Restaurant|Rooftop Lounge|Room Service|Garden|Parking|Kids Club|Laundry,66
H2270,Corinthia Lodge St Louis,St Louis,Business District,22.6,205,4.0,7765,Coworking Space|Gym|Restaurant|Library|Minibar|Kitchen|Business Center|Pet Friendly,39
H2271,InterContinental Oslo University Area Plaza,Oslo,University Area,4.1,22,2.8,42,Pet Friendly|Cinema Room|Safe|Kitchen|Breakfast Included,44
H2272,Mercure Hotel Dubai,Dubai,Jumeirah,32.4,1162,4.7,12361,Room Service|Kitchen|Safe|Airport Shuttle|Laundry|Concierge|Parking|Breakfast Included|Garden,49
H2273,Pullman Manila Commercial Zone Suites,Manila,Commercial Zone,28.1,156,3.9,6310,Golf Course|Bar|Cinema Room|Kids Club|Hot Tub|Minibar|Sauna|Yoga Studio|Spa,3
H2274,APA Hotel City Hotel Cancun,Cancun,Airport Area,30.8,432,3.9,3456,Breakfast Included|24hr Front Desk|Balcony|Spa|Hot Tub|Cinema Room|Concierge,8
H2275,Westin Nadi Old Town Beach Resort,Nadi,Old Town,18.0,247,4.4,3240,Balcony|Coworking Space|WiFi|Beach Access|Yoga Studio|Sauna|Concierge|Laundry|Hot Tub|Garden,20
H2276,Sheraton Paris Bastille Plaza,Paris,Bastille,11.2,338,5.0,2515,24hr Front Desk|Parking|EV Charging|Tennis Court|Kids Club|Balcony|Laundry|Spa|Yoga Studio|WiFi|Rooftop Lounge|Golf Course|Cinema Room|Non-Smoking|Minibar,75
H2277,Sheraton Newark Residential Area Plaza,Newark,Residential Area,11.6,386,4.5,6851,Tennis Court|24hr Front Desk|Parking|Sauna|Bar|Business Center|Non-Smoking|Golf Course|Library|Gym|Rooftop Lounge,6
H2278,Conrad Boutique Hotel Zurich,Zurich,Residential Area,18.5,472,3.9,6728,Wheelchair Accessible|Concierge|Restaurant|Spa|WiFi|Tennis Court|Gym,65
H2279,Anantara Plaza St Louis,St Louis,Old Town,28.1,502,4.3,6466,Minibar|Coworking Space|Parking|Beach Access|Airport Shuttle|Restaurant|WiFi|Laundry|Yoga Studio|Gym|Sauna|Safe|Concierge,29
H2280,ibis Lodge Tahiti,Tahiti,Waterfront,17.3,1032,4.3,11052,Coworking Space|Safe|24hr Front Desk|EV Charging|Library|Kids Club|Garden|Laundry,73
H2281,Rotana Airport Hotel Chennai,Chennai,Residential Area,21.5,79,3.4,4326,24hr Front Desk|Wheelchair Accessible|Rooftop Lounge|Parking,62
H2282,Centara Addis Ababa Commercial Zone Lodge,Addis Ababa,Commercial Zone,25.2,196,3.9,657,Wheelchair Accessible|Tennis Court|Beach Access|Cinema Room|Safe|Rooftop Lounge|Airport Shuttle|Gym|WiFi|Bar,75
H2283,Conrad Hotel Sao Paulo,Sao Paulo,Residential Area,10.8,325,4.5,344,Pool|Parking|24hr Front Desk|Business Center|Bar|Minibar|Kids Club|Yoga Studio,51
H2284,NH Hotels Newark Old Town Residence,Newark,Old Town,34.6,356,4.0,6348,Minibar|Wheelchair Accessible|Yoga Studio|Cinema Room|Coworking Space|Concierge|Gym|EV Charging|Airport Shuttle,73
H2285,Mandarin Oriental Bogota Waterfront Tower,Bogota,Waterfront,2.4,484,4.6,3678,Minibar|Golf Course|Sauna|Room Service|WiFi|Rooftop Lounge|Non-Smoking|Bar,0
H2286,ITC Beach Resort Delhi,Delhi,Saket,25.2,114,4.1,2714,Bar|Wheelchair Accessible|EV Charging|Hot Tub,77
H2287,Ramada Tahiti Suburbs Beach Resort,Tahiti,Suburbs,24.1,199,3.8,2604,Pool|Laundry|Balcony|Business Center|Pet Friendly|Minibar,69
H2288,Conrad Muscat Downtown Beach Resort,Muscat,Downtown,23.4,138,3.5,3218,Gym|Golf Course|Minibar|Coworking Space|Garden|Rooftop Lounge|Airport Shuttle|Pool,52
H2289,One&Only Tower Honolulu,Honolulu,Residential Area,34.9,996,4.5,9905,Golf Course|Safe|Gym|Wheelchair Accessible|Kitchen|Airport Shuttle|Cinema Room|24hr Front Desk|Room Service,41
H2290,Aman Cairo Commercial Zone Grand,Cairo,Commercial Zone,23.8,75,3.1,103,Kitchen|Gym,64
H2291,Melia Copenhagen Business District City Hotel,Copenhagen,Business District,32.0,423,4.4,6163,Wheelchair Accessible|Spa|Sauna|Balcony|EV Charging|Golf Course|Cinema Room|Minibar|Garden,78
H2292,JW Marriott Raleigh Old Town Suites,Raleigh,Old Town,21.1,99,4.1,4156,Library|Room Service|Kitchen|Hot Tub|Coworking Space|Bar|Garden,17
H2293,W Hotel Resort Sao Paulo,Sao Paulo,Airport Area,9.2,960,4.6,1130,Library|Business Center|Non-Smoking|Garden|Bar|Rooftop Lounge|Sauna|Cinema Room|Yoga Studio|Spa|Breakfast Included|Hot Tub|Airport Shuttle|Kitchen|Safe,54
H2294,Minor Hotels Airport Hotel Bali,Bali,Business District,4.7,59,3.0,951,Yoga Studio|Room Service,53
H2295,Kempinski Panama City University Area Boutique Hotel,Panama City,University Area,8.1,74,2.6,1593,Room Service|Business Center,36
H2296,Pullman Chengdu Commercial Zone Resort,Chengdu,Commercial Zone,19.7,170,4.4,4853,WiFi|Breakfast Included|Safe|Pet Friendly|Beach Access|Pool|Restaurant|Sauna|Coworking Space,14
H2297,Pan Pacific Manila Business District Hotel,Manila,Business District,0.5,186,4.5,7969,Non-Smoking|EV Charging|Rooftop Lounge|Breakfast Included|Airport Shuttle|WiFi,76
H2298,Atlantis City Hotel Manila,Manila,Old Town,27.5,387,3.9,3189,Kids Club|24hr Front Desk|Yoga Studio|Safe|Business Center|Library|Rooftop Lounge|Pool|Spa|Room Service,63
H2299,Swissotel Mexico City City Center City Hotel,Mexico City,City Center,6.1,101,3.1,4324,Non-Smoking|WiFi|Hot Tub|Yoga Studio|Bar|Kids Club|Pet Friendly|Business Center,57
H2300,Courtyard by Marriott Suites Atlanta,Atlanta,Business District,6.4,151,3.9,1799,Pool|Coworking Space|Golf Course|Room Service|Kitchen|Beach Access,26
H2301,Rotana Residence Los Angeles,Los Angeles,West Hollywood,8.9,151,3.4,3711,Garden|Sauna|Business Center|Kitchen|Balcony|Tennis Court|Bar|WiFi,43
H2302,W Hotel Raleigh City Center Tower,Raleigh,City Center,4.6,181,3.9,4802,EV Charging|Pet Friendly|Safe|Concierge|Restaurant|Airport Shuttle|Non-Smoking|Parking,38
H2303,DoubleTree Hong Kong Admiralty Airport Hotel,Hong Kong,Admiralty,16.0,430,4.3,6418,Balcony|Airport Shuttle|Business Center|Restaurant|Spa|Tennis Court|Concierge|EV Charging,61
H2304,Mercure Beach Resort Milan,Milan,Residential Area,30.5,189,4.0,1232,Pool|Gym|Golf Course|Balcony|EV Charging|WiFi,8
H2305,Shangri-La Hotel Dar es Salaam,Dar es Salaam,Commercial Zone,1.1,301,3.8,1052,Business Center|Pool|Spa|Gym|Pet Friendly|Kitchen|Bar|Garden|WiFi|Sauna,47
H2306,Emaar Hospitality Suites Zurich,Zurich,Old Town,16.1,319,4.2,4076,Non-Smoking|Coworking Space|Wheelchair Accessible|24hr Front Desk|WiFi|Balcony|Pet Friendly,11
H2307,Mercure Suites Cebu,Cebu,Residential Area,32.6,563,4.8,9953,Bar|Parking|Tennis Court|Pool|Garden|Concierge|WiFi|EV Charging|Sauna,25
H2308,Hyatt Abu Dhabi Residential Area Collection,Abu Dhabi,Residential Area,16.7,116,4.2,9512,Airport Shuttle|Pool|Spa|Rooftop Lounge|Tennis Court|Concierge|Restaurant|Hot Tub,20
H2309,Dorchester Collection Beijing Suburbs Resort,Beijing,Suburbs,10.4,486,3.8,3166,Room Service|24hr Front Desk|Golf Course|Concierge|WiFi|Balcony|Cinema Room|Wheelchair Accessible|Hot Tub|Safe|Restaurant|Kitchen,78
H2310,ibis Los Angeles Santa Monica Tower,Los Angeles,Santa Monica,14.6,124,3.6,2854,Minibar|Bar|Wheelchair Accessible|Safe,12
H2311,Ascott Residence Perth,Perth,Suburbs,29.0,97,4.2,3010,Library|Wheelchair Accessible|Minibar|Tennis Court|Non-Smoking,28
H2312,Ascott Resort Manchester,Manchester,Waterfront,30.1,62,2.1,1308,Hot Tub|Breakfast Included|Pool|Parking|Golf Course,22
H2313,Marriott Hyderabad Business District Airport Hotel,Hyderabad,Business District,3.9,37,2.9,287,Rooftop Lounge|Hot Tub,35
H2314,Grand Hyatt Brisbane Residential Area Airport Hotel,Brisbane,Residential Area,8.8,187,4.5,3003,Breakfast Included|Airport Shuttle|24hr Front Desk|Restaurant|Balcony|Cinema Room|Pool|Concierge|Pet Friendly|Minibar|Laundry|Beach Access,46
H2315,Marriott Beach Resort Charlotte,Charlotte,Suburbs,5.1,369,4.2,6181,Tennis Court|Balcony|Yoga Studio|Golf Course|Bar|Non-Smoking|Breakfast Included|Airport Shuttle|Restaurant|Pool|Kids Club,69
H2316,Tokyu Tampa University Area Resort,Tampa,University Area,16.7,1024,4.2,670,Tennis Court|Wheelchair Accessible|Concierge|Breakfast Included|Spa|Garden|EV Charging|Kitchen|Parking|Laundry|Non-Smoking|Yoga Studio|Rooftop Lounge|Balcony|Kids Club,62
H2317,Ramada Auckland City Center Collection,Auckland,City Center,6.4,274,4.3,2360,Breakfast Included|Wheelchair Accessible|Parking|WiFi|Library|Pool|Airport Shuttle|Kids Club|Golf Course,46
H2318,Emaar Hospitality Airport Hotel Manila,Manila,Residential Area,3.8,66,3.3,2590,Cinema Room|Restaurant|Laundry|24hr Front Desk,17
H2319,Hyatt Zurich Commercial Zone Beach Resort,Zurich,Commercial Zone,33.7,95,4.0,4635,Concierge|WiFi|Spa|Wheelchair Accessible|Non-Smoking|Business Center,74
H2320,Taj City Hotel Guangzhou,Guangzhou,Old Town,23.6,122,4.4,719,Minibar|Rooftop Lounge|Laundry|Coworking Space|Garden|Library|Tennis Court|EV Charging|Restaurant|Airport Shuttle,7
H2321,Crowne Plaza Dar es Salaam Airport Area Lodge,Dar es Salaam,Airport Area,26.7,99,3.6,1633,Tennis Court|Rooftop Lounge,28
H2322,Dorchester Collection Boutique Hotel Orlando,Orlando,Commercial Zone,23.3,420,4.3,3981,Restaurant|Kitchen|Non-Smoking|Wheelchair Accessible|Rooftop Lounge|Pool|Airport Shuttle|Yoga Studio|Golf Course,78
H2323,Four Seasons Austin Residential Area Lodge,Austin,Residential Area,34.0,250,4.0,3899,Spa|Breakfast Included|Beach Access|Balcony|Pool|EV Charging,30
H2324,Swissotel Chennai Suburbs Tower,Chennai,Suburbs,26.0,103,4.8,7445,Business Center|Garden|Hot Tub|Beach Access|Pool|Restaurant|Yoga Studio|Bar|Rooftop Lounge,35
H2325,Belmond Resort Washington DC,Washington DC,Business District,29.4,274,3.8,6546,Room Service|Pet Friendly|24hr Front Desk|Laundry|Gym|Coworking Space|Non-Smoking|Golf Course|Tennis Court|Bar|Safe|Parking,5
H2326,Wyndham Oslo City Center Collection,Oslo,City Center,32.6,153,3.2,3004,Tennis Court|EV Charging|Business Center|24hr Front Desk|Concierge|Bar|Library|Laundry,40
H2327,Four Seasons Madrid Downtown Residence,Madrid,Downtown,24.5,824,4.5,9867,Coworking Space|Non-Smoking|WiFi|Minibar|Tennis Court|Garden|Business Center|24hr Front Desk|Balcony|Gym|Room Service|Safe|Hot Tub|Concierge|Yoga Studio|Golf Course,49
H2328,COMO Houston City Center City Hotel,Houston,City Center,15.8,306,3.9,6582,24hr Front Desk|Business Center|Restaurant|Tennis Court|Cinema Room|Sauna|Breakfast Included|Kitchen|Pool,10
H2329,Dorchester Collection Minneapolis Residential Area Hotel,Minneapolis,Residential Area,10.5,457,4.7,9369,Room Service|Pool|Coworking Space|Restaurant|Golf Course|Airport Shuttle|24hr Front Desk|Hot Tub|Minibar|Business Center,76
H2330,Shangri-La Washington DC Business District Residence,Washington DC,Business District,34.9,189,4.2,2346,Room Service|Hot Tub|Gym|Pet Friendly|Concierge|Spa|Wheelchair Accessible,79
H2331,Novotel Plaza Taipei,Taipei,Waterfront,28.9,481,4.8,7672,Kids Club|Coworking Space|Bar|WiFi|Airport Shuttle|Minibar|Wheelchair Accessible|24hr Front Desk,24
H2332,Pan Pacific Suites Casablanca,Casablanca,Commercial Zone,3.0,85,4.3,168,Hot Tub|Safe|Parking|Beach Access|Library,78
H2333,Banyan Tree Airport Hotel Charlotte,Charlotte,Waterfront,10.0,473,3.9,5532,Wheelchair Accessible|Spa|WiFi|Business Center|Minibar|Cinema Room|Parking|Kitchen,68
H2334,Banyan Tree Hotel Madrid,Madrid,Airport Area,7.7,44,3.4,1517,Hot Tub|Concierge|Kitchen,78
H2335,Four Seasons Tower Ho Chi Minh City,Ho Chi Minh City,Downtown,16.9,181,3.7,4145,Parking|Kitchen|Garden|Golf Course|Restaurant,66
H2336,InterContinental Rome Esquilino Hotel,Rome,Esquilino,10.7,260,3.5,7914,Garden|Restaurant|Coworking Space|Airport Shuttle|Pet Friendly|Kids Club|Kitchen|Golf Course|Laundry,57
H2337,Hilton Collection Delhi,Delhi,Lajpat Nagar,13.7,28,3.0,1058,Sauna|Library,44
H2338,Best Western Budapest Downtown Plaza,Budapest,Downtown,34.1,889,4.6,13185,Cinema Room|Concierge|Pet Friendly|Business Center|Kitchen|Non-Smoking|Gym|Tennis Court|Room Service|24hr Front Desk|Balcony|Bar|Yoga Studio,7
H2339,APA Hotel Grand Austin,Austin,Downtown,27.4,233,4.1,2188,Wheelchair Accessible|Room Service|Breakfast Included|Garden|Hot Tub|Restaurant|Pool,64
H2340,Emaar Hospitality Chengdu Airport Area Suites,Chengdu,Airport Area,18.2,75,2.2,1056,Minibar|Garden,72
H2341,Lotte Mauritius Residential Area Collection,Mauritius,Residential Area,12.0,156,3.4,3204,Balcony|Kitchen|24hr Front Desk|Sauna|Room Service|Cinema Room|Laundry|Breakfast Included,29
H2342,Okura Resort London,London,Notting Hill,1.5,120,4.8,2641,Sauna|Coworking Space|Pet Friendly|Beach Access|Hot Tub|Pool|Non-Smoking|Gym,45
H2343,Four Seasons Inn Tokyo,Tokyo,Ikebukuro,9.8,58,4.0,2430,Parking|Yoga Studio|Balcony|Non-Smoking,7
